date;month;day;year;season;fragment;period;GPP;NPP8;biomass
Aug-29-2018;Aug;29;2018;winter;non_urban;dry;702.830;349.388;873.469
Sep-6-2018;Sep;6;2018;winter;non_urban;dry;747.565;371.872;929.680
Sep-14-2018;Sep;14;2018;winter;non_urban;dry;443.355;221.553;553.882
Sep-22-2018;Sep;22;2018;winter;non_urban;dry;828.012;412.223;1030.556
Sep-30-2018;Sep;30;2018;spring;non_urban;rainy;614.897;305.954;764.884
Oct-8-2018;Oct;8;2018;spring;non_urban;rainy;601.550;299.755;749.387
Oct-16-2018;Oct;16;2018;spring;non_urban;rainy;769.703;383.936;959.840
Oct-24-2018;Oct;24;2018;spring;non_urban;rainy;827.239;412.204;1030.511
Nov-1-2018;Nov;1;2018;spring;non_urban;rainy;715.196;355.782;889.456
Nov-9-2018;Nov;9;2018;spring;non_urban;rainy;852.056;423.698;1059.244
Nov-17-2018;Nov;17;2018;spring;non_urban;rainy;687.983;342.557;856.392
Nov-25-2018;Nov;25;2018;spring;non_urban;rainy;849.334;422.803;1057.008
Dec-3-2018;Dec;3;2018;spring;non_urban;rainy;1016.466;506.041;1265.101
Dec-11-2018;Dec;11;2018;spring;non_urban;rainy;1004.409;500.062;1250.156
Dec-19-2018;Dec;19;2018;spring;non_urban;rainy;765.477;381.380;953.451
Dec-27-2018;Dec;27;2018;summer;non_urban;rainy;570.691;284.657;711.643
Jan-1-2019;Jan;1;2019;summer;non_urban;rainy;786.598;369.535;923.838
Jan-9-2019;Jan;9;2019;summer;non_urban;rainy;983.587;461.977;1154.942
Jan-17-2019;Jan;17;2019;summer;non_urban;rainy;772.080;362.884;907.211
Jan-25-2019;Jan;25;2019;summer;non_urban;rainy;794.806;372.691;931.728
Feb-2-2019;Feb;2;2019;summer;non_urban;rainy;663.500;313.072;782.680
Feb-10-2019;Feb;10;2019;summer;non_urban;rainy;658.331;310.802;777.004
Feb-18-2019;Feb;18;2019;summer;non_urban;rainy;636.853;299.618;749.045
Feb-26-2019;Feb;26;2019;summer;non_urban;rainy;597.473;280.583;701.457
Mar-6-2019;Mar;6;2019;summer;non_urban;rainy;654.709;308.179;770.448
Mar-14-2019;Mar;14;2019;summer;non_urban;rainy;545.323;255.897;639.743
Mar-22-2019;Mar;22;2019;fall;non_urban;dry;811.996;380.366;950.914
Mar-30-2019;Mar;30;2019;fall;non_urban;dry;725.884;339.766;849.415
Apr-7-2019;Apr;7;2019;fall;non_urban;dry;649.396;303.649;759.124
Apr-15-2019;Apr;15;2019;fall;non_urban;dry;718.240;335.889;839.723
Apr-23-2019;Apr;23;2019;fall;non_urban;dry;674.622;315.521;788.803
May-1-2019;May;1;2019;fall;non_urban;dry;606.935;284.084;710.210
May-9-2019;May;9;2019;fall;non_urban;dry;508.159;238.266;595.665
May-17-2019;May;17;2019;fall;non_urban;dry;502.790;235.113;587.782
May-25-2019;May;25;2019;fall;non_urban;dry;588.930;275.639;689.098
Jun-2-2019;Jun;2;2019;fall;non_urban;dry;518.552;242.815;607.037
Jun-10-2019;Jun;10;2019;fall;non_urban;dry;587.203;274.623;686.557
Jun-18-2019;Jun;18;2019;fall;non_urban;dry;564.762;264.327;660.819
Jun-26-2019;Jun;26;2019;winter;non_urban;dry;520.959;244.087;610.217
Jul-4-2019;Jul;4;2019;winter;non_urban;dry;467.544;219.075;547.688
Jul-12-2019;Jul;12;2019;winter;non_urban;dry;508.681;238.169;595.422
Jul-20-2019;Jul;20;2019;winter;non_urban;dry;624.278;292.503;731.256
Jul-28-2019;Jul;28;2019;winter;non_urban;dry;532.504;249.791;624.478
Aug-5-2019;Aug;5;2019;winter;non_urban;dry;629.153;294.930;737.324
Aug-13-2019;Aug;13;2019;winter;non_urban;dry;540.880;253.658;634.146
Aug-21-2019;Aug;21;2019;winter;non_urban;dry;587.435;274.959;687.398
Aug-29-2019;Aug;29;2019;winter;non_urban;dry;613.111;287.547;718.867
Sep-6-2019;Sep;6;2019;winter;non_urban;dry;698.112;327.525;818.812
Sep-14-2019;Sep;14;2019;winter;non_urban;dry;637.403;298.831;747.078
Sep-22-2019;Sep;22;2019;winter;non_urban;dry;625.457;293.463;733.657
Sep-30-2019;Sep;30;2019;spring;non_urban;rainy;903.671;424.389;1060.972
Oct-8-2019;Oct;8;2019;spring;non_urban;rainy;749.882;351.443;878.607
Oct-16-2019;Oct;16;2019;spring;non_urban;rainy;835.866;392.261;980.652
Oct-24-2019;Oct;24;2019;spring;non_urban;rainy;825.626;387.645;969.113
Nov-1-2019;Nov;1;2019;spring;non_urban;rainy;692.994;326.113;815.283
Nov-9-2019;Nov;9;2019;spring;non_urban;rainy;625.947;294.231;735.577
Nov-17-2019;Nov;17;2019;spring;non_urban;rainy;770.695;361.825;904.561
Nov-25-2019;Nov;25;2019;spring;non_urban;rainy;874.081;411.103;1027.758
Dec-3-2019;Dec;3;2019;spring;non_urban;rainy;844.970;396.643;991.608
Dec-11-2019;Dec;11;2019;spring;non_urban;rainy;800.185;374.878;937.195
Dec-19-2019;Dec;19;2019;spring;non_urban;rainy;706.217;331.825;829.561
Dec-27-2019;Dec;27;2019;summer;non_urban;rainy;695.982;326.806;817.016
Jan-1-2020;Jan;1;2020;summer;non_urban;rainy;811.861;400.373;1000.932
Jan-9-2020;Jan;9;2020;summer;non_urban;rainy;797.278;393.155;982.887
Jan-17-2020;Jan;17;2020;summer;non_urban;rainy;688.583;339.144;847.860
Jan-25-2020;Jan;25;2020;summer;non_urban;rainy;815.408;401.636;1004.090
Feb-2-2020;Feb;2;2020;summer;non_urban;rainy;590.699;291.137;727.842
Feb-10-2020;Feb;10;2020;summer;non_urban;rainy;654.026;322.096;805.239
Feb-18-2020;Feb;18;2020;summer;non_urban;rainy;894.309;440.186;1100.464
Feb-26-2020;Feb;26;2020;summer;non_urban;rainy;528.864;260.681;651.703
Mar-5-2020;Mar;5;2020;summer;non_urban;rainy;923.797;456.138;1140.346
Mar-13-2020;Mar;13;2020;summer;non_urban;rainy;839.730;413.650;1034.125
Mar-21-2020;Mar;21;2020;fall;non_urban;dry;816.355;402.786;1006.966
Mar-29-2020;Mar;29;2020;fall;non_urban;dry;683.857;336.190;840.476
Apr-6-2020;Apr;6;2020;fall;non_urban;dry;750.701;369.414;923.536
Apr-14-2020;Apr;14;2020;fall;non_urban;dry;658.332;323.562;808.904
Apr-22-2020;Apr;22;2020;fall;non_urban;dry;737.128;362.390;905.976
Apr-30-2020;Apr;30;2020;fall;non_urban;dry;642.883;316.127;790.317
May-8-2020;May;8;2020;fall;non_urban;dry;594.114;292.252;730.630
May-16-2020;May;16;2020;fall;non_urban;dry;585.260;287.851;719.628
May-24-2020;May;24;2020;fall;non_urban;dry;564.483;277.357;693.391
Jun-1-2020;Jun;1;2020;fall;non_urban;dry;487.836;239.769;599.422
Jun-9-2020;Jun;9;2020;fall;non_urban;dry;454.066;223.492;558.729
Jun-17-2020;Jun;17;2020;fall;non_urban;dry;572.122;281.232;703.080
Jun-25-2020;Jun;25;2020;winter;non_urban;dry;487.013;239.493;598.733
Jul-3-2020;Jul;3;2020;winter;non_urban;dry;533.719;262.327;655.818
Jul-11-2020;Jul;11;2020;winter;non_urban;dry;500.773;246.622;616.554
Jul-19-2020;Jul;19;2020;winter;non_urban;dry;625.976;307.720;769.301
Jul-27-2020;Jul;27;2020;winter;non_urban;dry;540.213;265.591;663.978
Aug-4-2020;Aug;4;2020;winter;non_urban;dry;673.461;331.391;828.478
Aug-12-2020;Aug;12;2020;winter;non_urban;dry;577.884;284.402;711.006
Aug-20-2020;Aug;20;2020;winter;non_urban;dry;526.793;259.434;648.585
Aug-28-2020;Aug;28;2020;winter;non_urban;dry;719.913;354.309;885.773
Sep-5-2020;Sep;5;2020;winter;non_urban;dry;701.976;346.140;865.351
Sep-13-2020;Sep;13;2020;winter;non_urban;dry;645.560;317.701;794.253
Sep-21-2020;Sep;21;2020;winter;non_urban;dry;603.149;297.214;743.034
Sep-29-2020;Sep;29;2020;spring;non_urban;rainy;769.597;378.919;947.296
Oct-7-2020;Oct;7;2020;spring;non_urban;rainy;803.305;396.109;990.273
Oct-15-2020;Oct;15;2020;spring;non_urban;rainy;837.409;413.573;1033.933
Oct-23-2020;Oct;23;2020;spring;non_urban;rainy;769.536;378.989;947.473
Oct-31-2020;Oct;31;2020;spring;non_urban;rainy;811.003;399.520;998.800
Nov-8-2020;Nov;8;2020;spring;non_urban;rainy;698.895;344.280;860.700
Nov-16-2020;Nov;16;2020;spring;non_urban;rainy;842.338;414.577;1036.443
Nov-24-2020;Nov;24;2020;spring;non_urban;rainy;1007.477;495.820;1239.550
Dec-2-2020;Dec;2;2020;spring;non_urban;rainy;683.658;336.236;840.590
Dec-10-2020;Dec;10;2020;spring;non_urban;rainy;637.081;313.216;783.041
Dec-18-2020;Dec;18;2020;spring;non_urban;rainy;847.839;416.713;1041.783
Dec-26-2020;Dec;26;2020;summer;non_urban;rainy;412.694;202.908;507.269
Jan-1-2021;Jan;1;2021;summer;non_urban;rainy;729.609;378.844;947.110
Jan-9-2021;Jan;9;2021;summer;non_urban;rainy;896.392;465.314;1163.284
Jan-17-2021;Jan;17;2021;summer;non_urban;rainy;1112.405;577.261;1443.153
Jan-25-2021;Jan;25;2021;summer;non_urban;rainy;883.048;458.541;1146.352
Feb-2-2021;Feb;2;2021;summer;non_urban;rainy;705.040;366.657;916.643
Feb-10-2021;Feb;10;2021;summer;non_urban;rainy;696.614;362.428;906.069
Feb-18-2021;Feb;18;2021;summer;non_urban;rainy;834.335;433.698;1084.246
Feb-26-2021;Feb;26;2021;summer;non_urban;rainy;679.975;352.926;882.316
Mar-6-2021;Mar;6;2021;summer;non_urban;rainy;632.721;328.614;821.535
Mar-14-2021;Mar;14;2021;summer;non_urban;rainy;783.628;407.449;1018.622
Mar-22-2021;Mar;22;2021;fall;non_urban;dry;826.205;429.016;1072.541
Mar-30-2021;Mar;30;2021;fall;non_urban;dry;812.549;421.928;1054.820
Apr-7-2021;Apr;7;2021;fall;non_urban;dry;787.093;408.175;1020.438
Apr-15-2021;Apr;15;2021;fall;non_urban;dry;692.128;359.046;897.615
Apr-23-2021;Apr;23;2021;fall;non_urban;dry;645.258;334.826;837.065
May-1-2021;May;1;2021;fall;non_urban;dry;646.216;334.873;837.182
May-9-2021;May;9;2021;fall;non_urban;dry;544.010;281.947;704.867
May-17-2021;May;17;2021;fall;non_urban;dry;574.633;297.773;744.433
May-25-2021;May;25;2021;fall;non_urban;dry;471.969;244.430;611.075
Jun-2-2021;Jun;2;2021;fall;non_urban;dry;548.159;283.949;709.873
Jun-10-2021;Jun;10;2021;fall;non_urban;dry;515.840;267.493;668.733
Jun-18-2021;Jun;18;2021;fall;non_urban;dry;463.838;240.427;601.067
Jun-26-2021;Jun;26;2021;winter;non_urban;dry;560.143;290.547;726.367
Jul-4-2021;Jul;4;2021;winter;non_urban;dry;556.737;288.489;721.222
Jul-12-2021;Jul;12;2021;winter;non_urban;dry;541.817;280.833;702.082
Jul-20-2021;Jul;20;2021;winter;non_urban;dry;582.382;302.060;755.150
Jul-28-2021;Jul;28;2021;winter;non_urban;dry;514.344;266.787;666.968
Aug-5-2021;Aug;5;2021;winter;non_urban;dry;602.060;312.087;780.217
Aug-13-2021;Aug;13;2021;winter;non_urban;dry;616.243;319.699;799.248
Aug-21-2021;Aug;21;2021;winter;non_urban;dry;603.753;313.341;783.352
Aug-29-2021;Aug;29;2021;winter;non_urban;dry;705.464;366.051;915.128
Sep-6-2021;Sep;6;2021;winter;non_urban;dry;567.531;295.619;739.047
Sep-14-2021;Sep;14;2021;winter;non_urban;dry;681.776;354.103;885.258
Sep-22-2021;Sep;22;2021;winter;non_urban;dry;756.969;393.082;982.704
Sep-30-2021;Sep;30;2021;spring;non_urban;rainy;720.820;374.671;936.677
Oct-8-2021;Oct;8;2021;spring;non_urban;rainy;635.314;330.369;825.923
Oct-16-2021;Oct;16;2021;spring;non_urban;rainy;643.526;334.671;836.678
Oct-24-2021;Oct;24;2021;spring;non_urban;rainy;544.338;283.070;707.675
Nov-1-2021;Nov;1;2021;spring;non_urban;rainy;813.302;423.032;1057.579
Nov-9-2021;Nov;9;2021;spring;non_urban;rainy;745.198;387.840;969.599
Nov-17-2021;Nov;17;2021;spring;non_urban;rainy;927.135;481.925;1204.812
Nov-25-2021;Nov;25;2021;spring;non_urban;rainy;885.659;459.864;1149.661
Dec-3-2021;Dec;3;2021;spring;non_urban;rainy;855.741;444.112;1110.279
Dec-11-2021;Dec;11;2021;spring;non_urban;rainy;631.809;328.275;820.687
Dec-19-2021;Dec;19;2021;spring;non_urban;rainy;1053.507;546.783;1366.959
Dec-27-2021;Dec;27;2021;summer;non_urban;rainy;472.585;245.291;613.228
Jan-1-2022;Jan;1;2022;summer;non_urban;rainy;500.918;247.373;618.433
Jan-9-2022;Jan;9;2022;summer;non_urban;rainy;669.684;330.715;826.789
Jan-17-2022;Jan;17;2022;summer;non_urban;rainy;1095.263;540.231;1350.577
Jan-25-2022;Jan;25;2022;summer;non_urban;rainy;678.968;336.756;841.889
Feb-2-2022;Feb;2;2022;summer;non_urban;rainy;596.596;294.693;736.732
Feb-10-2022;Feb;10;2022;summer;non_urban;rainy;781.286;386.278;965.695
Feb-18-2022;Feb;18;2022;summer;non_urban;rainy;646.727;319.980;799.949
Feb-26-2022;Feb;26;2022;summer;non_urban;rainy;982.465;485.178;1212.945
Mar-6-2022;Mar;6;2022;summer;non_urban;rainy;839.284;415.132;1037.830
Mar-14-2022;Mar;14;2022;summer;non_urban;rainy;805.062;398.120;995.301
Mar-22-2022;Mar;22;2022;fall;non_urban;dry;734.393;363.352;908.380
Mar-30-2022;Mar;30;2022;fall;non_urban;dry;683.052;337.617;844.041
Apr-7-2022;Apr;7;2022;fall;non_urban;dry;746.467;368.004;920.011
Apr-15-2022;Apr;15;2022;fall;non_urban;dry;760.757;374.890;937.225
Apr-23-2022;Apr;23;2022;fall;non_urban;dry;715.678;352.781;881.952
May-1-2022;May;1;2022;fall;non_urban;dry;668.927;330.229;825.574
May-9-2022;May;9;2022;fall;non_urban;dry;572.133;282.472;706.180
May-17-2022;May;17;2022;fall;non_urban;dry;587.221;289.475;723.687
May-25-2022;May;25;2022;fall;non_urban;dry;565.848;279.066;697.665
Jun-2-2022;Jun;2;2022;fall;non_urban;dry;479.695;236.740;591.849
Jun-10-2022;Jun;10;2022;fall;non_urban;dry;461.434;227.523;568.807
Jun-18-2022;Jun;18;2022;fall;non_urban;dry;551.943;272.369;680.921
Jun-26-2022;Jun;26;2022;winter;non_urban;dry;544.763;268.682;671.706
Jul-4-2022;Jul;4;2022;winter;non_urban;dry;592.525;292.406;731.015
Jul-12-2022;Jul;12;2022;winter;non_urban;dry;529.979;261.723;654.307
Jul-20-2022;Jul;20;2022;winter;non_urban;dry;628.038;309.883;774.709
Jul-28-2022;Jul;28;2022;winter;non_urban;dry;602.922;297.566;743.914
Aug-5-2022;Aug;5;2022;winter;non_urban;dry;489.757;241.839;604.599
Aug-13-2022;Aug;13;2022;winter;non_urban;dry;599.586;296.546;741.364
Aug-21-2022;Aug;21;2022;winter;non_urban;dry;635.589;313.933;784.832
Aug-29-2022;Aug;29;2022;winter;non_urban;dry;623.743;308.601;771.502
Sep-6-2022;Sep;6;2022;winter;non_urban;dry;616.889;304.942;762.355
Sep-14-2022;Sep;14;2022;winter;non_urban;dry;661.546;326.763;816.908
Sep-22-2022;Sep;22;2022;winter;non_urban;dry;677.610;335.310;838.275
Sep-30-2022;Sep;30;2022;spring;non_urban;rainy;661.708;327.134;817.836
Oct-8-2022;Oct;8;2022;spring;non_urban;rainy;792.555;391.728;979.320
Oct-16-2022;Oct;16;2022;spring;non_urban;rainy;777.898;384.170;960.426
Oct-24-2022;Oct;24;2022;spring;non_urban;rainy;780.845;385.290;963.224
Nov-1-2022;Nov;1;2022;spring;non_urban;rainy;786.717;388.652;971.631
Nov-9-2022;Nov;9;2022;spring;non_urban;rainy;832.239;411.409;1028.522
Nov-17-2022;Nov;17;2022;spring;non_urban;rainy;934.259;461.940;1154.850
Nov-25-2022;Nov;25;2022;spring;non_urban;rainy;678.900;335.090;837.726
Dec-3-2022;Dec;3;2022;spring;non_urban;rainy;823.261;406.101;1015.253
Dec-11-2022;Dec;11;2022;spring;non_urban;rainy;914.590;450.942;1127.354
Dec-19-2022;Dec;19;2022;spring;non_urban;rainy;859.227;423.541;1058.851
Dec-27-2022;Dec;27;2022;summer;non_urban;rainy;425.372;210.016;525.040
Jan-1-2023;Jan;1;2023;summer;non_urban;rainy;681.132;344.537;861.343
Jan-9-2023;Jan;9;2023;summer;non_urban;rainy;768.788;388.627;971.566
Jan-17-2023;Jan;17;2023;summer;non_urban;rainy;766.664;387.626;969.064
Jan-25-2023;Jan;25;2023;summer;non_urban;rainy;745.029;376.932;942.330
Feb-2-2023;Feb;2;2023;summer;non_urban;rainy;760.314;384.313;960.782
Feb-10-2023;Feb;10;2023;summer;non_urban;rainy;560.100;283.369;708.422
Feb-18-2023;Feb;18;2023;summer;non_urban;rainy;791.407;400.488;1001.220
Feb-26-2023;Feb;26;2023;summer;non_urban;rainy;764.099;386.837;967.092
Mar-6-2023;Mar;6;2023;summer;non_urban;rainy;618.398;312.881;782.203
Mar-14-2023;Mar;14;2023;summer;non_urban;rainy;885.401;448.241;1120.602
Mar-22-2023;Mar;22;2023;fall;non_urban;dry;795.551;402.352;1005.881
Mar-30-2023;Mar;30;2023;fall;non_urban;dry;753.542;381.027;952.568
Apr-7-2023;Apr;7;2023;fall;non_urban;dry;660.129;334.060;835.151
Apr-15-2023;Apr;15;2023;fall;non_urban;dry;696.319;352.331;880.826
Apr-23-2023;Apr;23;2023;fall;non_urban;dry;595.572;301.637;754.093
May-1-2023;May;1;2023;fall;non_urban;dry;660.085;334.087;835.218
May-9-2023;May;9;2023;fall;non_urban;dry;527.927;266.924;667.311
May-17-2023;May;17;2023;fall;non_urban;dry;555.668;280.961;702.401
May-25-2023;May;25;2023;fall;non_urban;dry;538.445;272.362;680.904
Jun-2-2023;Jun;2;2023;fall;non_urban;dry;606.444;306.511;766.277
Jun-10-2023;Jun;10;2023;fall;non_urban;dry;486.668;245.897;614.742
Jun-18-2023;Jun;18;2023;fall;non_urban;dry;528.226;267.019;667.548
Jun-26-2023;Jun;26;2023;winter;non_urban;dry;545.284;275.528;688.821
Jul-4-2023;Jul;4;2023;winter;non_urban;dry;526.892;266.347;665.867
Jul-12-2023;Jul;12;2023;winter;non_urban;dry;473.213;239.489;598.722
Jul-20-2023;Jul;20;2023;winter;non_urban;dry;586.162;296.353;740.881
Jul-28-2023;Jul;28;2023;winter;non_urban;dry;587.657;297.207;743.016
Aug-5-2023;Aug;5;2023;winter;non_urban;dry;624.727;316.010;790.026
Aug-13-2023;Aug;13;2023;winter;non_urban;dry;540.471;273.680;684.200
Aug-21-2023;Aug;21;2023;winter;non_urban;dry;448.284;226.582;566.456
Aug-29-2023;Aug;29;2023;winter;non_urban;dry;619.378;313.772;784.430
Sep-6-2023;Sep;6;2023;winter;non_urban;dry;756.226;382.586;956.465
Sep-14-2023;Sep;14;2023;winter;non_urban;dry;775.204;392.674;981.686
Sep-22-2023;Sep;22;2023;winter;non_urban;dry;694.840;352.210;880.525
Sep-30-2023;Sep;30;2023;spring;non_urban;rainy;626.600;317.405;793.513
Oct-8-2023;Oct;8;2023;spring;non_urban;rainy;661.872;335.150;837.875
Oct-16-2023;Oct;16;2023;spring;non_urban;rainy;799.438;404.773;1011.933
Oct-24-2023;Oct;24;2023;spring;non_urban;rainy;716.193;362.369;905.923
Nov-1-2023;Nov;1;2023;spring;non_urban;rainy;895.236;453.062;1132.656
Nov-9-2023;Nov;9;2023;spring;non_urban;rainy;723.569;365.358;913.394
Nov-17-2023;Nov;17;2023;spring;non_urban;rainy;648.779;328.409;821.022
Nov-25-2023;Nov;25;2023;spring;non_urban;rainy;780.238;395.306;988.264
Dec-3-2023;Dec;3;2023;spring;non_urban;rainy;NA;NA;NA
Dec-11-2023;Dec;11;2023;spring;non_urban;rainy;954.639;482.607;1206.517
Dec-19-2023;Dec;19;2023;spring;non_urban;rainy;895.204;452.771;1131.927
Dec-27-2023;Dec;27;2023;summer;non_urban;rainy;499.218;252.645;631.612
Jan-1-2004;Jan;1;2004;summer;urban;rainy;757.105;421.203;1053.008
Jan-9-2004;Jan;9;2004;summer;urban;rainy;837.123;464.353;1160.882
Jan-17-2004;Jan;17;2004;summer;urban;rainy;873.351;483.220;1208.049
Jan-25-2004;Jan;25;2004;summer;urban;rainy;1010.456;560.732;1401.831
Feb-2-2004;Feb;2;2004;summer;urban;rainy;843.124;466.564;1166.410
Feb-10-2004;Feb;10;2004;summer;urban;rainy;829.774;459.917;1149.792
Feb-18-2004;Feb;18;2004;summer;urban;rainy;731.970;406.507;1016.267
Feb-26-2004;Feb;26;2004;summer;urban;rainy;871.837;484.676;1211.691
Mar-5-2004;Mar;5;2004;summer;urban;rainy;786.658;436.553;1091.383
Mar-13-2004;Mar;13;2004;summer;urban;rainy;872.542;484.457;1211.143
Mar-21-2004;Mar;21;2004;fall;urban;dry;768.498;427.198;1067.994
Mar-29-2004;Mar;29;2004;fall;urban;dry;526.574;292.689;731.723
Apr-6-2004;Apr;6;2004;fall;urban;dry;580.370;322.267;805.668
Apr-14-2004;Apr;14;2004;fall;urban;dry;553.884;307.374;768.436
Apr-22-2004;Apr;22;2004;fall;urban;dry;650.197;361.381;903.454
Apr-30-2004;Apr;30;2004;fall;urban;dry;593.058;329.188;822.969
May-8-2004;May;8;2004;fall;urban;dry;510.078;282.763;706.909
May-16-2004;May;16;2004;fall;urban;dry;471.697;261.760;654.399
May-24-2004;May;24;2004;fall;urban;dry;473.595;261.987;654.967
Jun-1-2004;Jun;1;2004;fall;urban;dry;427.277;237.259;593.147
Jun-9-2004;Jun;9;2004;fall;urban;dry;482.649;268.012;670.030
Jun-17-2004;Jun;17;2004;fall;urban;dry;540.794;300.739;751.847
Jun-25-2004;Jun;25;2004;winter;urban;dry;520.148;288.699;721.748
Jul-3-2004;Jul;3;2004;winter;urban;dry;472.427;261.637;654.093
Jul-11-2004;Jul;11;2004;winter;urban;dry;418.544;232.047;580.119
Jul-19-2004;Jul;19;2004;winter;urban;dry;440.670;243.445;608.613
Jul-27-2004;Jul;27;2004;winter;urban;dry;573.348;317.909;794.772
Aug-4-2004;Aug;4;2004;winter;urban;dry;610.089;338.108;845.270
Aug-12-2004;Aug;12;2004;winter;urban;dry;661.447;366.815;917.038
Aug-20-2004;Aug;20;2004;winter;urban;dry;627.157;347.218;868.046
Aug-28-2004;Aug;28;2004;winter;urban;dry;659.269;365.579;913.946
Sep-5-2004;Sep;5;2004;winter;urban;dry;770.980;426.566;1066.415
Sep-13-2004;Sep;13;2004;winter;urban;dry;638.853;353.346;883.365
Sep-21-2004;Sep;21;2004;winter;urban;dry;760.215;420.135;1050.338
Sep-29-2004;Sep;29;2004;spring;urban;rainy;564.298;311.155;777.889
Oct-7-2004;Oct;7;2004;spring;urban;rainy;641.233;352.608;881.519
Oct-15-2004;Oct;15;2004;spring;urban;rainy;611.293;337.704;844.260
Oct-23-2004;Oct;23;2004;spring;urban;rainy;755.449;417.542;1043.856
Oct-31-2004;Oct;31;2004;spring;urban;rainy;713.636;394.965;987.412
Nov-8-2004;Nov;8;2004;spring;urban;rainy;867.086;479.957;1199.893
Nov-16-2004;Nov;16;2004;spring;urban;rainy;804.530;445.057;1112.641
Nov-24-2004;Nov;24;2004;spring;urban;rainy;867.701;480.159;1200.397
Dec-2-2004;Dec;2;2004;spring;urban;rainy;712.960;395.153;987.882
Dec-10-2004;Dec;10;2004;spring;urban;rainy;951.405;527.805;1319.512
Dec-18-2004;Dec;18;2004;spring;urban;rainy;626.506;347.484;868.710
Dec-26-2004;Dec;26;2004;summer;urban;rainy;651.207;361.057;902.643
Jan-1-2005;Jan;1;2005;summer;urban;rainy;792.947;436.035;1090.088
Jan-9-2005;Jan;9;2005;summer;urban;rainy;846.896;465.548;1163.871
Jan-17-2005;Jan;17;2005;summer;urban;rainy;695.418;382.734;956.836
Jan-25-2005;Jan;25;2005;summer;urban;rainy;742.236;408.539;1021.348
Feb-2-2005;Feb;2;2005;summer;urban;rainy;984.130;541.652;1354.131
Feb-10-2005;Feb;10;2005;summer;urban;rainy;946.966;522.112;1305.281
Feb-18-2005;Feb;18;2005;summer;urban;rainy;953.190;525.795;1314.486
Feb-26-2005;Feb;26;2005;summer;urban;rainy;695.911;383.512;958.780
Mar-6-2005;Mar;6;2005;summer;urban;rainy;956.378;527.735;1319.337
Mar-14-2005;Mar;14;2005;summer;urban;rainy;616.644;340.151;850.378
Mar-22-2005;Mar;22;2005;fall;urban;dry;607.919;335.420;838.550
Mar-30-2005;Mar;30;2005;fall;urban;dry;751.456;413.787;1034.467
Apr-7-2005;Apr;7;2005;fall;urban;dry;825.409;455.352;1138.381
Apr-15-2005;Apr;15;2005;fall;urban;dry;677.924;373.875;934.688
Apr-23-2005;Apr;23;2005;fall;urban;dry;588.063;324.581;811.453
May-1-2005;May;1;2005;fall;urban;dry;670.684;369.372;923.429
May-9-2005;May;9;2005;fall;urban;dry;641.039;353.351;883.378
May-17-2005;May;17;2005;fall;urban;dry;498.957;274.193;685.482
May-25-2005;May;25;2005;fall;urban;dry;555.531;305.542;763.854
Jun-2-2005;Jun;2;2005;fall;urban;dry;544.107;299.124;747.810
Jun-10-2005;Jun;10;2005;fall;urban;dry;576.649;317.332;793.329
Jun-18-2005;Jun;18;2005;fall;urban;dry;480.425;264.088;660.219
Jun-26-2005;Jun;26;2005;winter;urban;dry;506.264;278.841;697.104
Jul-4-2005;Jul;4;2005;winter;urban;dry;466.314;256.406;641.016
Jul-12-2005;Jul;12;2005;winter;urban;dry;528.901;291.110;727.774
Jul-20-2005;Jul;20;2005;winter;urban;dry;498.599;274.144;685.359
Jul-28-2005;Jul;28;2005;winter;urban;dry;661.061;363.367;908.416
Aug-5-2005;Aug;5;2005;winter;urban;dry;569.139;312.675;781.687
Aug-13-2005;Aug;13;2005;winter;urban;dry;629.968;344.960;862.401
Aug-21-2005;Aug;21;2005;winter;urban;dry;589.331;323.735;809.336
Aug-29-2005;Aug;29;2005;winter;urban;dry;595.598;328.015;820.038
Sep-6-2005;Sep;6;2005;winter;urban;dry;573.349;314.774;786.934
Sep-14-2005;Sep;14;2005;winter;urban;dry;517.040;283.880;709.700
Sep-22-2005;Sep;22;2005;winter;urban;dry;355.758;195.776;489.441
Sep-30-2005;Sep;30;2005;spring;urban;rainy;751.981;414.501;1036.254
Oct-8-2005;Oct;8;2005;spring;urban;rainy;801.755;441.769;1104.422
Oct-15-2005;Oct;15;2005;spring;urban;rainy;585.808;322.710;806.774
Oct-24-2005;Oct;24;2005;spring;urban;rainy;665.747;366.248;915.620
Nov-1-2005;Nov;1;2005;spring;urban;rainy;741.868;408.208;1020.521
Nov-9-2005;Nov;9;2005;spring;urban;rainy;851.795;468.318;1170.795
Nov-17-2005;Nov;17;2005;spring;urban;rainy;936.831;516.385;1290.962
Nov-25-2005;Nov;25;2005;spring;urban;rainy;747.191;411.428;1028.570
Dec-3-2005;Dec;3;2005;spring;urban;rainy;914.517;504.683;1261.706
Dec-11-2005;Dec;11;2005;spring;urban;rainy;773.428;426.303;1065.758
Dec-19-2005;Dec;19;2005;spring;urban;rainy;724.844;398.920;997.299
Dec-27-2005;Dec;27;2005;summer;urban;rainy;602.492;331.078;827.696
Jan-1-2006;Jan;1;2006;summer;urban;rainy;555.109;290.814;727.034
Jan-9-2006;Jan;9;2006;summer;urban;rainy;1119.840;586.907;1467.268
Jan-17-2006;Jan;17;2006;summer;urban;rainy;997.553;521.820;1304.549
